Species,FlowerID,Trait
Sabia paniculata,F26749,I
Sabia purpurea,F26751,D
Sabia schumanniana,F26752,D
Sabia swinhoei,F26753,D
Sabia transarisanensis,F26754,D
Sabia yunnanensis,F26755,D
Berberis aemulans,F26757,D
Berberis aggregata,F26758,I
Berberis agricola,F26759,I
Berberis alpicola,F26760,D
Berberis amoena,F26762,I
Berberis amurensis,F26763,I
Berberis angulosa,F26764,D
Berberis anhweiensis,F26765,I
Berberis approximata,F26766,D
Berberis asmyana,F26769,D
Berberis atroviridiana,F26771,I
Berberis batangensis,F26773,I
Berberis beaniana,F26774,I
Berberis beijingensis,F26775,I
Berberis brachypoda,F26779,I
Berberis bracteata,F26780,I
Berberis calcipratorum,F26782,I
Berberis campylotropa,F26783,D
Berberis candidula,F26784,D
Berberis cavaleriei,F26785,D
Berberis centiflora,F26786,I
Berberis concinna,F26792,D
Berberis concolor,F26793,I
Berberis contracta,F26794,I
Berberis coryi,F26795,I
Berberis crassilimba,F26796,D
Berberis daiana,F26797,D
Berberis daochengensis,F26798,I
Berberis dasystachya,F26799,I
Berberis dawoensis,F26801,I
Berberis deinacantha,F26803,D
Berberis derongensis,F26805,I
Berberis diaphana,F26806,D
Berberis dictyoneura,F26807,I
Berberis dictyophylla,F26808,D
Berberis dielsiana,F26809,I
Berberis dubia,F26812,I
Berberis erythroclada,F26815,D
Berberis everestiana,F26816,D
Berberis farreri,F26819,I
Berberis feddeana,F26820,I
Berberis fengii,F26821,D
Berberis ferdinandi-coburgii,F26822,D
Berberis forrestii,F26823,I
Berberis franchetiana,F26824,I
Berberis francisci-ferdinandi,F26825,I
Berberis gilgiana,F26828,I
Berberis gilungensis,F26829,I
Berberis graminea,F26830,D
Berberis grodtmanniana,F26832,D
Berberis gyalaica,F26834,I
Berberis haoi,F26835,I
Berberis hayatana,F26836,D
Berberis hemsleyana,F26837,I
Berberis hersii,F26839,I
Berberis heteropoda,F26840,I
Berberis honanensis,F26843,I
Berberis hypericifolia,F26846,I
Berberis ignorata,F26848,I
Berberis iliensis,F26849,I
Berberis integripetala,F26853,I
Berberis iteophylla,F26854,D
Berberis jamesiana,F26855,I
Berberis jinshajiangensis,F26860,D
Berberis jiulongensis,F26862,I
Berberis johannis,F26863,I
Berberis julianae,F26864,D
Berberis kangdingensis,F26865,D
Berberis kansuensis,F26866,I
Berberis kaschgarica,F26867,I
Berberis kerriana,F26869,I
Berberis kongboensis,F26870,I
Berberis kunmingensis,F26871,D
Berberis leboensis,F26873,I
Berberis lecomtei,F26874,I
Berberis lepidifolia,F26876,I
Berberis levis,F26877,D
Berberis liophylla,F26879,D
Berberis longispina,F26881,D
Berberis luhuoensis,F26884,I
Berberis medogensis,F26886,D
Berberis mekongensis,F26887,I
Berberis metapolyantha,F26888,I
Berberis mianningensis,F26889,D
Berberis minutiflora,F26891,D
Berberis morrisonensis,F26893,D
Berberis mouillacana,F26894,I
Berberis muliensis,F26895,D
Berberis multicaulis,F26896,D
Berberis multiserrata,F26898,I
Berberis nutanticarpa,F26902,I
Berberis pallens,F26905,I
Berberis papillifera,F26906,I
Berberis paraspecta,F26908,D
Berberis parisepala,F26909,D
Berberis pectinocraspedon,F26910,D
Berberis pingwuensis,F26915,I
Berberis platyphylla,F26916,I
Berberis poiretii,F26917,I
Berberis polyantha,F26918,I
Berberis potaninii,F26919,I
Berberis prattii,F26920,I
Berberis pruinocarpa,F26921,I
Berberis pseudoamoena,F26923,I
Berberis pseudotibetica,F26924,I
Berberis pubescens,F26925,I
Berberis pulangensis,F26926,I
Berberis purdomii,F26927,I
Berberis qiaojiaensis,F26928,D
Berberis racemulosa,F26929,I
Berberis reticulata,F26931,I
Berberis retusa,F26933,I
Berberis sabulicola,F26935,I
Berberis salicaria,F26936,I
Berberis shensiana,F26939,I
Berberis sherriffii,F26940,I
Berberis sibirica,F26941,D
Berberis sichuanica,F26942,I
Berberis sikkimensis,F26943,I
Berberis silva-taroucana,F26944,I
Berberis stenostachya,F26947,I
Berberis sublevis,F26950,D
Berberis temolaica,F26953,D
Berberis tenuipedicellata,F26954,I
Berberis thunbergii,F26956,I
Berberis tianshuiensis,F26957,I
Berberis tischleri,F26958,I
Berberis tomentulosa,F26959,I
Berberis trichiata,F26961,I
Berberis tsarica,F26962,D
Berberis tsarongensis,F26963,I
Berberis ulicina,F26965,I
Berberis umbratica,F26966,I
Berberis vernae,F26970,I
Berberis verruculosa,F26972,D
Berberis virescens,F26974,I
Berberis virgetorum,F26975,I
Berberis weiningensis,F26979,I
Berberis weisiensis,F26980,I
Berberis wilsoniae,F26982,I
Berberis woomungensis,F26983,D
Berberis xanthophlaea,F26988,I
Caulophyllum robustum,F26997,I
Diphylleia sinensis,F26998,D
Dysosma delavayi,F27000,I
Dysosma majoensis,F27002,I
Dysosma pleiantha,F27003,D
Dysosma villosa,F27006,I
Epimedium acuminatum,F27007,I
Epimedium borealiguizhouense,F27008,I
Epimedium brachyrrhizum,F27009,I
Epimedium brevicornu,F27010,I
Epimedium chlorandrum,F27012,I
Epimedium davidii,F27013,I
Epimedium dolichostemon,F27015,I
Epimedium ecalcaratum,F27016,I
Epimedium elongatum,F27017,I
Epimedium enshiense,F27018,I
Epimedium epsteinii,F27019,I
Epimedium fangii,F27020,I
Epimedium fargesii,F27021,I
Epimedium flavum,F27022,I
Epimedium franchetii,F27023,I
Epimedium glandulosopilosum,F27024,I
Epimedium hunanense,F27025,I
Epimedium ilicifolium,F27026,I
Epimedium koreanum,F27029,I
Epimedium latisepalum,F27030,I
Epimedium leptorrhizum,F27031,I
Epimedium lishihchenii,F27032,I
Epimedium mikinorii,F27034,I
Epimedium multiflorum,F27036,I
Epimedium myrianthum,F27037,I
Epimedium ogisui,F27038,I
Epimedium parvifolium,F27039,I
Epimedium pauciflorum,F27040,I
Epimedium platypetalum,F27041,I
Epimedium pseudowushanense,F27042,I
Epimedium pubescens,F27043,I
Epimedium qingchengshanense,F27045,D
Epimedium reticulatum,F27046,I
Epimedium rhizomatosum,F27047,I
Epimedium sagittatum,F27048,I
Epimedium shuichengense,F27050,I
Epimedium simplicifolium,F27051,I
Epimedium stellulatum,F27053,I
Epimedium sutchuenense,F27054,I
Epimedium truncatum,F27056,I
Epimedium wushanense,F27057,I
Epimedium zhushanense,F27061,I
Gymnospermium altaicum,F27062,I
Gymnospermium kiangnanense,F27063,I
Gymnospermium microrrhynchum,F27064,I
Leontice incerta,F27065,I
Mahonia bealei,F27066,I
Mahonia bodinieri,F27067,I
Mahonia bracteolata,F27068,I
Mahonia breviracema,F27069,I
Mahonia cardiophylla,F27071,I
Mahonia conferta,F27072,I
Mahonia decipiens,F27073,I
Mahonia duclouxiana,F27074,I
Mahonia eurybracteata,F27075,I
Mahonia fordii,F27076,I
Mahonia fortunei,F27077,I
Mahonia gracilipes,F27078,I
Mahonia hancockiana,F27079,I
Mahonia imbricata,F27080,I
Mahonia japonica,F27081,I
Mahonia leptodonta,F27084,I
Mahonia longibracteata,F27085,I
Mahonia microphylla,F27086,I
Mahonia monodens,F27087,I
Mahonia monyulensis,F27088,I
Mahonia napaulensis,F27089,I
Mahonia nitens,F27090,I
Mahonia oiwakensis,F27091,I
Mahonia paucijuga,F27092,I
Mahonia polyodonta,F27093,I
Mahonia retinervis,F27094,I
Mahonia setosa,F27095,I
Mahonia shenii,F27096,I
Mahonia sheridaniana,F27097,I
Mahonia subimbricata,F27098,I
Mahonia taronensis,F27099,I
Nandina domestica,F27100,I
Plagiorhegma dubium,F27101,D
Sinopodophyllum hexandrum,F27102,D
Kingdonia uniflora,F27104,D
Akebia chingshuiensis,F27106,I
Akebia longeracemosa,F27107,I
Akebia quinata,F27108,I
Akebia trifoliata,F27109,I
Archakebia apetala,F27110,I
Decaisnea insignis,F27111,I
Holboellia angustifolia,F27112,I
Holboellia brachyandra,F27113,I
Holboellia chapaensis,F27114,I
Holboellia coriacea,F27115,I
Holboellia grandiflora,F27116,I
Holboellia latifolia,F27117,I
Holboellia medogensis,F27118,I
Holboellia parviflora,F27119,I
Holboellia pterocaulis,F27120,I
Parvatia brunoniana,F27121,I
Parvatia decora,F27122,I
Sargentodoxa cuneata,F27123,I
Sinofranchetia chinensis,F27124,I
Stauntonia cavalerieana,F27125,I
Stauntonia chinensis,F27126,I
Stauntonia conspicua,F27127,I
Stauntonia duclouxii,F27128,I
Stauntonia libera,F27129,I
Stauntonia maculata,F27130,I
Stauntonia obcordatilimba,F27131,I
Stauntonia obovata,F27132,I
Stauntonia obovatifoliola,F27133,I
Stauntonia oligophylla,F27134,I
Stauntonia purpurea,F27135,I
Stauntonia trinervia,F27136,I
Stauntonia yaoshanensis,F27137,I
Albertisia laurifolia,F27138,D
Arcangelisia gusanlung,F27139,I
Aspidocarya uvifera,F27140,I
Cissampelos pareira,F27142,D
Cocculus laurifolius,F27143,D
Cocculus orbiculatus,F27144,D
Cocculus taiwanianus,F27145,D
Cyclea barbata,F27146,I
Cyclea debiliflora,F27147,I
Cyclea gracillima,F27148,I
Cyclea hypoglauca,F27149,I
Cyclea longgangensis,F27151,D
Cyclea ochiaiana,F27153,D
Cyclea polypetala,F27154,D
Cyclea sutchuenensis,F27156,I
Cyclea wattii,F27158,D
Diploclisia affinis,F27159,D
Diploclisia glaucescens,F27160,I
Fibraurea recisa,F27162,I
Hypserpa nitida,F27163,D
Menispermum dauricum,F27164,I
Pachygone sinica,F27165,I
Pachygone valida,F27166,D
Pachygone yunnanensis,F27167,D
Parabaena sagittata,F27168,I
Pericampylus glaucus,F27169,D
Pycnarrhena lucida,F27170,D
Pycnarrhena pleniflora,F27171,D
Pycnarrhena poilanei,F27172,D
Sinomenium acutum,F27173,I
Stephania brachyandra,F27174,D
Stephania brevipedunculata,F27175,D
Stephania cephalantha,F27176,I
Stephania chingtungensis,F27177,D
Stephania delavayi,F27178,D
Stephania dentifolia,F27179,D
Stephania dicentrinifera,F27180,D
Stephania dielsiana,F27181,D
Stephania dolichopoda,F27182,D
Stephania ebracteata,F27183,D
Stephania elegans,F27184,D
Stephania epigaea,F27185,D
Stephania excentrica,F27186,D
Stephania gracilenta,F27188,D
Stephania hainanensis,F27189,D
Stephania herbacea,F27190,D
Stephania intermedia,F27191,D
Stephania japonica,F27192,D
Stephania kuinanensis,F27193,D
Stephania kwangsiensis,F27194,D
Stephania longipes,F27197,D
Stephania macrantha,F27198,D
Stephania mashanica,F27199,D
Stephania merrillii,F27200,D
Stephania micrantha,F27201,D
Stephania miyiensis,F27202,D
Stephania officinarum,F27204,D
Stephania sasakii,F27205,D
Stephania sinica,F27206,D
Stephania subpeltata,F27207,D
Stephania succifera,F27208,D
Stephania sutchuenensis,F27209,D
Stephania viridiflavens,F27211,D
Stephania yunnanensis,F27212,D
Tinomiscium petiolare,F27213,I
Tinospora crispa,F27214,I
Tinospora dentata,F27215,I
Tinospora guangxiensis,F27216,I
Tinospora hainanensis,F27217,D
Tinospora sagittata,F27218,I
Tinospora sinensis,F27219,I
Adlumia asiatica,F27220,I
Argemone mexicana,F27221,D
Chelidonium majus,F27225,D
Corydalis acropteryx,F27226,I
Corydalis acuminata,F27227,I
Corydalis adiantifolia,F27228,I
Corydalis adoxifolia,F27229,I
Corydalis adunca,F27230,I
Corydalis aeaeae,F27231,I
Corydalis aeditua,F27232,I
Corydalis alaschanica,F27233,I
Corydalis ambigua,F27234,I
Corydalis ampelos,F27235,I
Corydalis amphipogon,F27236,I
Corydalis amplisepala,F27237,I
Corydalis anaginova,F27238,I
Corydalis ananke,F27239,I
Corydalis anethifolia,F27240,I
Corydalis angusta,F27241,I
Corydalis anthocrene,F27242,I
Corydalis anthriscifolia,F27243,I
Corydalis appendiculata,F27244,I
Corydalis aquilegioides,F27245,I
Corydalis atuntsuensis,F27246,I
Corydalis auricilla,F27247,I
Corydalis auriculata,F27248,I
Corydalis austroshaanxiensis,F27249,I
Corydalis balansae,F27250,I
Corydalis balsamiflora,F27251,I
Corydalis barbisepala,F27252,I
Corydalis benecincta,F27253,I
Corydalis bibracteolata,F27254,I
Corydalis bijiangensis,F27255,I
Corydalis bimaculata,F27256,I
Corydalis borii,F27257,I
Corydalis brachyceras,F27258,I
Corydalis brevipedunculata,F27259,I
Corydalis brevirostrata,F27260,I
Corydalis brunneo-vaginata,F27261,I
Corydalis bulbifera,F27262,I
Corydalis bulbilligera,F27263,I
Corydalis bulleyana,F27264,I
Corydalis bungeana,F27265,I
Corydalis buschii,F27266,I
Corydalis calcicola,F27267,I
Corydalis calycosa,F27268,I
Corydalis campulicarpa,F27269,I
Corydalis capitata,F27270,I
Corydalis capnoides,F27271,I
Corydalis caput-medusae,F27272,I
Corydalis carinata,F27273,I
Corydalis cashmeriana,F27274,I
Corydalis casimiriana,F27275,I
Corydalis cataractarum,F27276,I
Corydalis caudata,F27277,I
Corydalis cavei,F27278,I
Corydalis chamdoensis,F27279,I
Corydalis changbaishanensis,F27280,I
Corydalis changuensis,F27281,I
Corydalis cheilanthifolia,F27282,I
Corydalis cheilosticta,F27283,I
Corydalis cheirifolia,F27284,I
Corydalis chingii,F27285,I
Corydalis chrysosphaera,F27286,I
Corydalis conspersa,F27287,I
Corydalis cornuta,F27288,I
Corydalis corymbosa,F27289,I
Corydalis crispa,F27290,I
Corydalis crista-galli,F27291,I
Corydalis cristata,F27292,I
Corydalis cryptogama,F27293,I
Corydalis curviflora,F27294,I
Corydalis cytisiflora,F27295,I
Corydalis dajingensis,F27296,I
Corydalis dasyptera,F27297,I
Corydalis davidii,F27298,I
Corydalis decumbens,F27299,I
Corydalis degensis,F27300,I
Corydalis delavayi,F27301,I
Corydalis delicatula,F27302,I
Corydalis delphinioides,F27303,I
Corydalis densispica,F27304,I
Corydalis diffusa,F27305,I
Corydalis dolichocentra,F27306,I
Corydalis dongchuanensis,F27307,I
Corydalis dorjii,F27308,I
Corydalis drakeana,F27309,I
Corydalis dubia,F27310,I
Corydalis duclouxii,F27311,I
Corydalis dulongjiangensis,F27312,I
Corydalis ecristata,F27313,I
Corydalis edulis,F27314,I
Corydalis elata,F27315,I
Corydalis elegans,F27316,I
Corydalis ellipticarpa,F27317,I
Corydalis enantiophylla,F27318,I
Corydalis esquirolii,F27319,I
Corydalis eugeniae,F27320,I
Corydalis fangshanensis,F27321,I
Corydalis fargesii,F27322,I
Corydalis feddeana,F27323,I
Corydalis fedtschenkoana,F27324,I
Corydalis filisecta,F27325,I
Corydalis flabellata,F27326,I
Corydalis flaccida,F27327,I
Corydalis flexuosa,F27328,I
Corydalis foetida,F27329,I
Corydalis foliaceobracteata,F27330,I
Corydalis franchetiana,F27331,I
Corydalis fumariifolia,F27332,I
Corydalis gamosepala,F27333,I
Corydalis gaoxinfeniae,F27334,I
Corydalis gigantea,F27335,I
Corydalis giraldii,F27336,I
Corydalis glaucescens,F27337,I
Corydalis glaucissima,F27338,I
Corydalis glycyphyllos,F27339,I
Corydalis gortschakovii,F27340,I
Corydalis govaniana,F27341,I
Corydalis gracillima,F27342,I
Corydalis grandiflora,F27343,I
Corydalis gymnopoda,F27344,I
Corydalis gyrophylla,F27345,I
Corydalis hamata,F27346,I
Corydalis harrysmithii,F27347,I
Corydalis hebephylla,F27348,I
Corydalis hegangensis,F27349,I
Corydalis helodes,F27350,I
Corydalis hemidicentra,F27351,I
Corydalis hemsleyana,F27352,I
Corydalis hendersonii,F27353,I
Corydalis hepaticifolia,F27354,I
Corydalis heracleifolia,F27355,I
Corydalis heterocarpa,F27356,I
Corydalis heterocentra,F27357,I
Corydalis heterodonta,F27358,I
Corydalis heterothylax,F27359,I
Corydalis homopetala,F27360,I
Corydalis hongbashanensis,F27361,I
Corydalis hookeri,F27362,I
Corydalis hualongshanensis,F27364,I
Corydalis huangshanensis,F27365,I
Corydalis humicola,F27366,I
Corydalis humilis,F27367,I
Corydalis humosa,F27368,I
Corydalis imbricata,F27369,I
Corydalis impatiens,F27370,I
Corydalis incisa,F27371,I
Corydalis inconspicua,F27372,I
Corydalis inopinata,F27373,I
Corydalis iochanensis,F27374,I
Corydalis ischnosiphon,F27375,I
Corydalis jigmei,F27376,I
Corydalis jingyuanensis,F27377,I
Corydalis jiulongensis,F27378,I
Corydalis juncea,F27379,I
Corydalis kailiensis,F27380,I
Corydalis kashgarica,F27381,I
Corydalis kiautschouensis,F27382,I
Corydalis kingdonis,F27383,I
Corydalis kingii,F27384,I
Corydalis kiukiangensis,F27385,I
Corydalis kokiana,F27386,I
Corydalis krasnovii,F27387,I
Corydalis kuruchuensis,F27388,I
Corydalis laelia,F27389,I
Corydalis lagochila,F27390,I
Corydalis lasiocarpa,F27391,I
Corydalis lathyrophylla,F27392,I
Corydalis latiflora,F27393,I
Corydalis latilepidota,F27394,I
Corydalis latiloba,F27395,I
Corydalis laucheana,F27396,I
Corydalis laxiflora,F27397,D
Corydalis ledebouriana,F27398,I
Corydalis leptocarpa,F27399,I
Corydalis leucanthema,F27400,I
Corydalis lhasaensis,F27401,I
Corydalis lhorongensis,F27402,I
Corydalis liana,F27403,I
Corydalis lidenii,F27404,I
Corydalis linarioides,F27405,I
Corydalis linearis,F27406,I
Corydalis linjiangensis,F27407,I
Corydalis linstowiana,F27408,I
Corydalis livida,F27409,I
Corydalis longibracteata,F27410,I
Corydalis longicalcarata,F27411,I
Corydalis longicornu,F27412,I
Corydalis longipes,F27413,I
Corydalis longistyla,F27414,I
Corydalis longkiensis,F27415,I
Corydalis lophophora,F27416,I
Corydalis lopinensis,F27417,I
Corydalis lowndesii,F27418,I
Corydalis ludlowii,F27419,I
Corydalis lupinoides,F27420,I
Corydalis luquanensis,F27421,I
Corydalis madida,F27422,I
Corydalis mairei,F27423,I
Corydalis mayae,F27424,I
Corydalis mediterranea,F27425,I
Corydalis megalosperma,F27426,I
Corydalis meifolia,F27427,I
Corydalis melanochlora,F27428,I
Corydalis microflora,F27429,I
Corydalis microsperma,F27430,I
Corydalis milarepa,F27431,I
Corydalis minutiflora,F27432,I
Corydalis mira,F27433,I
Corydalis moorcroftiana,F27434,I
Corydalis moupinensis,F27435,I
Corydalis mucronata,F27436,I
Corydalis mucronifera,F27437,I
Corydalis mucronipetala,F27438,I
Corydalis muliensis,F27439,I
Corydalis myriophylla,F27440,I
Corydalis nana,F27441,I
Corydalis nanchuanensis,F27442,I
Corydalis nanwutaishanensis,F27443,I
Corydalis nematopoda,F27444,I
Corydalis nemoralis,F27445,I
Corydalis nigro-apiculata,F27446,I
Corydalis nobilis,F27447,I
Corydalis nubicola,F27448,I
Corydalis ochotensis,F27449,I
Corydalis oligantha,F27450,I
Corydalis oligosperma,F27451,I
Corydalis omeiana,F27452,I
Corydalis onobrychis,F27453,I
Corydalis ophiocarpa,F27454,I
Corydalis oreocoma,F27455,I
Corydalis oxalidifolia,F27457,I
Corydalis oxypetala,F27458,I
Corydalis pachycentra,F27459,I
Corydalis pachypoda,F27460,I
Corydalis paeoniifolia,F27461,I
Corydalis pallida,F27462,I
Corydalis panda,F27463,I
Corydalis paniculigera,F27464,I
Corydalis papillosa,F27465,I
Corydalis parviflora,F27466,I
Corydalis peltata,F27467,I
Corydalis petrodoxa,F27468,I
Corydalis petrophila,F27469,I
Corydalis pingwuensis,F27470,I
Corydalis pinnata,F27471,I
Corydalis pinnatibracteata,F27472,I
Corydalis polygalina,F27473,I
Corydalis polyphylla,F27474,I
Corydalis porphyrantha,F27475,I
Corydalis potaninii,F27476,I
Corydalis praecipitorum,F27477,I
Corydalis prattii,F27478,I
Corydalis procera,F27479,I
Corydalis pseudoadoxa,F27480,I
Corydalis pseudoadunca,F27481,I
Corydalis pseudoalpestris,F27482,I
Corydalis pseudoamplisepala,F27483,I
Corydalis pseudobalfouriana,F27484,I
Corydalis pseudobarbisepala,F27485,I
Corydalis pseudocristata,F27486,I
Corydalis pseudodensispica,F27487,I
Corydalis pseudodrakeana,F27488,I
Corydalis pseudofargesii,F27489,I
Corydalis pseudofilisecta,F27490,I
Corydalis pseudofluminicola,F27491,I
Corydalis pseudohemsleyana,F27492,I
Corydalis pseudoimpatiens,F27493,I
Corydalis pseudoincisa,F27494,I
Corydalis pseudojuncea,F27495,I
Corydalis pseudolongipes,F27496,I
Corydalis pseudomairei,F27497,I
Corydalis pseudomicrophylla,F27498,I
Corydalis pseudomucronata,F27499,I
Corydalis pseudorupestris,F27500,I
Corydalis pseudosibirica,F27501,I
Corydalis pseudotongolensis,F27502,I
Corydalis pseudoweigoldii,F27503,I
Corydalis pterygopetala,F27504,I
Corydalis pubicaulis,F27505,I
Corydalis pycnopus,F27506,I
Corydalis pygmaea,F27507,I
Corydalis qinghaiensis,F27508,I
Corydalis quantmeyeriana,F27509,I
Corydalis quinquefoliolata,F27510,I
Corydalis racemosa,F27511,I
Corydalis raddeana,F27512,I
Corydalis radicans,F27513,I
Corydalis regia,F27514,I
Corydalis repens,F27515,I
Corydalis retingensis,F27516,I
Corydalis rheinbabeniana,F27517,I
Corydalis rorida,F27518,I
Corydalis rostellata,F27519,I
Corydalis rubrisepala,F27520,I
Corydalis rupifraga,F27521,I
Corydalis saccata,F27522,I
Corydalis saltatoria,F27523,I
Corydalis sarcolepis,F27524,I
Corydalis saxicola,F27525,I
Corydalis scaberula,F27526,I
Corydalis schanginii,F27527,I
Corydalis schistostigma,F27528,I
Corydalis schusteriana,F27529,I
Corydalis schweriniana,F27530,I
